OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
292431201,2,18th St & S Eads St,31001,38.85725,-77.05332,YES,NO,,,NO,6,5,395372.04558977,132161.07808121,,
292431202,3,Crystal Dr & 20th St S,31002,38.856425,-77.049232,YES,NO,,,NO,10,7,395726.81757513,132069.29786306,,
292431203,4,Crystal Dr & 15th St S,31003,38.86017,-77.049593,YES,NO,,,NO,5,6,395695.7097594,132485.03678691,,
292431204,5,Aurora Hills Cmty Ctr / 18th St & S Hayes St,31004,38.857866,-77.05949,YES,NO,,,NO,10,1,394836.55986472,132229.789395,,
292431205,6,Pentagon City Metro / 12th St & S Hayes St,31005,38.862303,-77.059936,YES,NO,,,NO,15,1,394798.17263784,132722.3537753,,
292431206,7,Army Navy Dr & S Joyce St,31006,38.8637,-77.0633,YES,NO,,,NO,8,6,394506.31966949,132877.62800884,,
292431207,8,Crystal City Metro / 18th St & S Bell St,31007,38.857405,-77.051132,YES,NO,,,NO,11,6,395561.96451388,132178.17554745,,
292431208,10,Crystal Dr & 27th St S,31009,38.848466,-77.051514,YES,NO,,,NO,5,6,395528.24862718,131185.90171978,,
292431209,11,S Glebe Rd & Potomac Ave,31010,38.8426,-77.0502,YES,NO,,,NO,2,9,395641.95431057,130534.67130912,,
292431210,12,Crystal Dr & 23rd St S,31011,38.8533,-77.0498,YES,NO,,,NO,8,7,395677.32772972,131722.42730273,,
292431211,13,Clark St & 26th St S,31012,38.850688,-77.05152,YES,NO,,,NO,1,9,395527.86699294,131432.55965392,,
292431212,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,YES,NO,,,NO,3,11,396278.70399052,136939.47827919,,DC
292431213,15,14th & V St NW,31101,38.917931,-77.032112,YES,NO,,,NO,17,12,397215.18125533,138896.27924504,,DC
292431214,16,11th & Kenyon St NW,31102,38.929464,-77.027822,YES,NO,,,NO,15,12,397587.60905935,140176.41805133,,DC
292431215,17,16th & Harvard St NW,31103,38.926088,-77.036536,YES,NO,,,NO,23,9,396831.8852902,139801.91944918,,DC
292431216,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,YES,NO,,,NO,4,11,396307.54666751,139451.02670294,,DC
292431217,19,14th & Harvard St NW,31105,38.9268,-77.0322,YES,NO,,,NO,7,11,397207.89698712,139880.81598519,,DC
292431218,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,YES,NO,,,NO,10,13,395869.12679181,139482.10370448,,DC
292431219,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,YES,NO,,,NO,7,11,396635.84323825,140447.18241804,,DC
292431220,22,4th & M St SW,31108,38.8767,-77.0178,YES,NO,,,NO,16,7,398455.45488951,134318.97061928,,DC
292431221,23,15th & P St NW,31201,38.90985,-77.034438,YES,NO,,,NO,12,6,397013.12734699,137999.29479922,,DC
292431222,24,14th & R St NW,31202,38.912681,-77.032523,YES,NO,,,NO,5,10,397179.33086111,138313.49819773,,DC
292431223,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,YES,NO,,,NO,13,10,397198.51101235,137860.46677503,,DC
292431224,26,20th & E St NW,31204,38.8963,-77.045,YES,NO,,,NO,4,11,396096.32377953,136495.53410413,,DC
292431225,27,21st & I St NW,31205,38.900711,-77.046449,YES,NO,,,NO,12,23,395970.87456055,136985.25322801,,DC
292431226,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,YES,NO,,,NO,4,11,397862.93084314,140906.66509731,,DC
292431227,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,YES,NO,,,NO,8,11,397156.2969996,141068.6272297,,DC
292431228,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,YES,NO,,,NO,6,5,400390.15805724,140746.2005855,,DC
292431229,31,5th & K St NW,31600,38.90304,-77.019027,YES,NO,,,NO,10,8,398349.59483465,137242.93793811,,DC
292431230,32,19th & East Capitol St SE,31601,38.8896,-76.9769,YES,NO,,,NO,5,10,402004.07538839,135751.07274551,,DC
292431231,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,YES,NO,,,NO,4,15,397268.74809473,140324.82919203,,DC
292431232,34,Good Hope & Naylor Rd SE,31700,38.860227,-76.966572,YES,NO,,,NO,0,11,402901.2905676,132490.726232,,DC
292431233,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,YES,NO,,,NO,8,3,394973.09374685,140710.82140544,,DC
292431234,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,YES,NO,,,NO,5,6,403410.08514111,134463.86390983,,DC
292431235,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,YES,NO,,,NO,8,7,404558.92450764,136580.58329247,,DC
292431236,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,YES,NO,,,NO,5,6,405041.71541905,137060.65262358,,DC
292431237,39,Anacostia Metro,31801,38.862669,-76.994637,YES,NO,,,NO,5,6,400465.45079874,132761.28847182,,DC
292431238,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,YES,NO,,,NO,9,2,401038.0179126,133283.52133563,,DC
292431239,41,19th & E Street NW,31206,38.8952,-77.0436,YES,NO,,,NO,3,8,396217.71315484,136373.36645763,,DC
292431240,42,4th & W St NE,31500,38.919077,-77.000648,YES,NO,,,NO,2,12,399943.80500792,139023.00525965,,DC
292431241,43,10th & U St NW,31111,38.9172,-77.0259,YES,NO,,,NO,7,6,397753.87564422,138814.96095752,,DC
292431242,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,YES,NO,,,NO,5,6,398074.95841142,139669.64140129,,DC
292431243,45,1st & N St  SE,31209,38.8743,-77.0057,YES,NO,,,NO,27,11,399505.38183805,134052.41738498,,DC
292431244,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,YES,NO,,,NO,15,0,396132.05899493,138615.77216932,,DC
292431245,47,7th & T St NW,31109,38.9155,-77.0222,YES,NO,,,NO,1,13,398074.70465287,138626.16224103,,DC
292431246,48,Eads St & 22nd St S,31013,38.854381,-77.053412,YES,NO,,,NO,3,12,395363.87403378,131842.60323152,,
292431247,49,M St & New Jersey Ave SE,31208,38.8763,-77.0037,YES,NO,,,NO,7,10,399678.94106865,134274.42351994,,DC
292431248,51,Massachusetts Ave & Dupont Circle NW,31200,38.9101,-77.0444,YES,NO,,,NO,35,10,396149.11786763,138027.41994099,,DC
292431249,52,1st & M St NE,31603,38.9057,-77.0056,YES,NO,,,NO,5,9,399514.27317303,137538.06239613,,DC
292431250,53,21st & M St NW,31212,38.90534,-77.046774,YES,NO,,,NO,13,6,395942.94637664,137499.12394013,,DC
292431251,54,17th & K St NW,31213,38.90276,-77.03863,YES,NO,,,NO,7,14,396649.21425572,137212.39264868,,DC
292431252,55,3rd & H St NW,31604,38.899408,-77.015289,YES,NO,,,NO,1,12,398673.76205224,136839.69580021,,DC
292431253,56,3rd & D St SE,31605,38.8851,-77.0023,YES,NO,,,NO,2,8,399800.44743845,135251.28674748,,DC
292431254,57,Potomac & Pennsylvania Ave SE,31606,38.8803,-76.9862,YES,NO,,,NO,13,1,401197.39591334,134718.53788821,,DC
292431255,58,13th & E St SE,31607,38.882915,-76.987907,YES,NO,,,NO,12,3,401049.24479176,135008.80190085,,DC
292431256,59,17th & Corcoran St NW,31214,38.9121,-77.0387,YES,NO,,,NO,13,5,396643.58195891,138249.21138577,,DC
292431257,60,Van Ness Metro / UDC,31300,38.944551,-77.063896,YES,NO,,,NO,15,0,394460.8760265,141852.77834368,,DC
292431258,61,Florida Ave & R St NW,31503,38.9126,-77.0135,YES,NO,,,NO,9,5,398829.1646746,138304.09064665,,DC
292431259,62,8th & Eye St SE / Barracks Row,31608,38.8792,-76.9953,YES,NO,,,NO,7,4,400407.81504123,134596.34949947,,DC
292431260,63,Ward Circle / American University,31301,38.938736,-77.087171,YES,NO,,,NO,11,2,392442.5577893,141208.93151752,,DC
292431261,64,Wisconsin Ave & Newark St NW,31302,38.934881,-77.072755,YES,NO,,,NO,5,14,393692.03675799,140779.89807813,,DC
292431262,65,14th St Heights / 14th & Crittenden St NW,31402,38.947774,-77.032818,YES,NO,,,NO,2,9,397155.14643993,142209.13309952,,DC
292431263,66,Anacostia Library,31804,38.865784,-76.9784,YES,NO,,,NO,9,2,401874.56617125,133107.28439427,,DC
292431264,67,Pennsylvania & Minnesota Ave SE,31805,38.873057,-76.971015,YES,NO,,,NO,7,4,402515.22051118,133914.81891889,,DC
292431265,68,Eastern Market / 7th & North Carolina Ave SE,31610,38.886952,-76.996806,YES,NO,,,NO,3,11,400277.11058153,135456.87541854,,DC
292431266,69,14th St & New York Ave NW,31216,38.899632,-77.031686,YES,NO,,,NO,9,14,397251.41977838,136864.92754697,,DC
292431267,70,Benning Branch Library,31705,38.894,-76.947974,YES,NO,,,NO,7,4,404513.31564725,136240.53983015,,DC
292431268,71,USDA / 12th & C St SW,31217,38.886277,-77.028242,YES,NO,,,NO,27,11,397549.70852812,135382.31936195,,DC
292431269,72,Georgetown Harbor / 30th St NW,31215,38.902221,-77.059219,YES,NO,,,NO,3,16,394863.27537199,137153.51643639,,DC
292431270,73,12th & Newton St NE,31501,38.933668,-76.991016,YES,NO,,,NO,0,11,400778.93906675,140642.76917646,,DC
292431271,74,US Dept of State / Virginia Ave & 21st St NW,31220,38.894919,-77.046587,YES,NO,,,NO,9,6,395958.57590909,136342.30123407,,DC
292431272,75,L'Enfant Plaza / 7th & C St SW,31218,38.886266,-77.022241,YES,NO,,,NO,7,7,398070.35828347,135380.95431573,,DC
292431273,76,10th St & Constitution Ave NW,31219,38.893028,-77.026013,YES,NO,,,NO,24,6,397743.31133834,136131.67560302,,DC
292431274,77,Kennedy Center,31211,38.897293,-77.05557,YES,NO,,,NO,13,5,395179.46081279,136606.27005869,,DC
292431275,78,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,38.884,-76.995397,YES,NO,,,NO,14,4,400399.37156595,135129.1858182,,DC
292431276,79,18th & M St NW,31221,38.905067,-77.041779,YES,NO,,,NO,11,16,396376.18562535,137468.60859132,,DC
292431277,80,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,38.947607,-77.079382,YES,NO,,,NO,7,8,393118.69490052,142193.07513516,,DC
292431278,81,13th & H St NE,31611,38.900022,-76.988422,YES,NO,,,NO,12,15,401004.32015331,136907.80734764,,DC
292431279,82,5th & F St NW,31620,38.897222,-77.019347,YES,NO,,,NO,22,9,398321.70110602,136597.09913431,,DC
292431280,83,New York Ave & 15th St NW,31222,38.899032,-77.033354,YES,NO,,,NO,6,13,397106.70593945,136798.37429303,,DC
292431281,84,Convention Center / 7th & M St NW,31223,38.905737,-77.02227,YES,NO,,,NO,15,7,398068.36951337,137542.39041117,,DC
292431282,85,Harvard St & Adams Mill Rd NW,31112,38.927872,-77.043358,YES,NO,,,NO,15,0,396240.42917895,140000.2175631,,DC
